raceId,driverId,grid,finish,statusId,dnf,num_stops,first_stop_lap,avg_stop_time,total_stop_time,year,position_improved,position_change,race_length_proxy,pit_timing_ratio,avg_time_per_stop,dbscan_label,cluster,strategy
842,814,14,10,1,0,3.0,11.0,23.05633333333333,69.169,2011,1,4,22.0,0.5,23.05633333333333,1,1,Aggressive Multi-Stop
842,16,17,11,11,1,3.0,3.0,25.429999999999996,76.28999999999999,2011,1,6,22.0,0.13636363636363635,25.429999999999996,1,1,Aggressive Multi-Stop
842,3,9,12,11,1,3.0,15.0,23.356666666666666,70.07,2011,0,-3,22.0,0.6818181818181818,23.356666666666666,1,0,Early Pit Strategy
842,67,12,13,11,1,3.0,15.0,26.854,80.562,2011,0,-1,22.0,0.6818181818181818,26.854,1,1,Aggressive Multi-Stop
842,153,13,14,11,1,2.0,16.0,23.236,46.472,2011,0,-1,22.0,0.7272727272727273,23.236,0,1,Aggressive Multi-Stop
842,5,19,15,11,1,2.0,15.0,26.21,52.42,2011,1,4,22.0,0.6818181818181818,26.21,0,1,Aggressive Multi-Stop
842,10,21,16,12,1,2.0,17.0,24.523,49.046,2011,1,5,22.0,0.7727272727272727,24.523,0,1,Aggressive Multi-Stop
842,808,8,17,3,1,3.0,15.0,24.852,74.556,2011,0,-9,22.0,0.6818181818181818,24.852,1,0,Early Pit Strategy
842,24,23,18,88,1,3.0,17.0,31.064000000000004,93.192,2011,1,5,22.0,0.7727272727272727,31.063999999999997,1,1,Aggressive Multi-Stop
842,816,22,19,3,1,2.0,17.0,25.334,50.668,2011,1,3,22.0,0.7727272727272727,25.334,0,1,Aggressive Multi-Stop
842,15,20,20,8,1,1.0,13.0,25.516,25.516,2011,0,0,22.0,0.5909090909090909,25.516,2,1,Aggressive Multi-Stop
842,815,16,21,3,1,1.0,17.0,23.597,23.597,2011,0,-5,22.0,0.7727272727272727,23.597,2,1,Aggressive Multi-Stop
842,22,15,22,6,1,2.0,3.0,28.74,57.48,2011,0,-7,22.0,0.13636363636363635,28.74,0,0,Early Pit Strategy
843,1,3,1,1,0,3.0,15.0,20.659333333333333,61.978,2011,1,2,28.0,0.5357142857142857,20.659333333333333,1,0,Early Pit Strategy
843,20,1,2,1,0,2.0,14.0,21.764000000000003,43.528000000000006,2011,0,-1,28.0,0.5,21.764000000000003,0,0,Early Pit Strategy
843,17,18,3,1,0,3.0,10.0,21.888333333333335,65.665,2011,1,15,28.0,0.35714285714285715,21.888333333333335,-1,-1,Outlier (Anomalous)
843,18,2,4,1,0,3.0,14.0,21.924666666666667,65.774,2011,0,-2,28.0,0.5,21.924666666666667,1,0,Early Pit Strategy
843,3,4,5,1,0,3.0,12.0,21.165333333333333,63.495999999999995,2011,0,-1,28.0,0.42857142857142855,21.165333333333333,1,0,Early Pit Strategy
843,13,6,6,1,0,2.0,15.0,21.396,42.792,2011,0,0,28.0,0.5357142857142857,21.396,0,0,Early Pit Strategy
843,4,5,7,1,0,2.0,16.0,21.887500000000003,43.775000000000006,2011,0,-2,28.0,0.5714285714285714,21.887500000000003,0,0,Early Pit Strategy
843,30,14,8,1,0,3.0,10.0,21.295333333333332,63.886,2011,1,6,28.0,0.35714285714285715,21.295333333333335,1,1,Aggressive Multi-Stop
843,808,10,9,1,0,2.0,17.0,21.993,43.986,2011,1,1,28.0,0.6071428571428571,21.993,0,0,Early Pit Strategy
843,155,13,10,1,0,2.0,14.0,21.8955,43.791,2011,1,3,28.0,0.5,21.8955,0,1,Aggressive Multi-Stop
843,814,8,11,1,0,2.0,11.0,21.6035,43.207,2011,0,-3,28.0,0.39285714285714285,21.6035,0,0,Early Pit Strategy
843,2,16,12,1,0,2.0,18.0,22.018500000000003,44.037000000000006,2011,1,4,28.0,0.6428571428571429,22.018500000000003,0,1,Aggressive Multi-Stop
843,22,15,13,1,0,2.0,16.0,21.595,43.19,2011,1,2,28.0,0.5714285714285714,21.595,0,1,Aggressive Multi-Stop
843,67,9,14,1,0,3.0,12.0,22.886666666666667,68.66,2011,0,-5,28.0,0.42857142857142855,22.886666666666667,1,0,Early Pit Strategy
843,16,11,15,11,1,3.0,15.0,23.584999999999997,70.755,2011,0,-4,28.0,0.5357142857142857,23.584999999999997,1,0,Early Pit Strategy
843,5,19,16,11,1,2.0,19.0,22.1875,44.375,2011,1,3,28.0,0.6785714285714286,22.1875,0,1,Aggressive Multi-Stop
843,815,12,17,11,1,4.0,16.0,21.90375,87.615,2011,0,-5,28.0,0.5714285714285714,21.90375,3,0,Early Pit Strategy
843,813,17,18,11,1,3.0,10.0,24.280666666666665,72.842,2011,0,-1,28.0,0.35714285714285715,24.280666666666665,1,1,Aggressive Multi-Stop
843,15,20,19,11,1,2.0,20.0,22.6445,45.289,2011,1,1,28.0,0.7142857142857143,22.6445,0,1,Aggressive Multi-Stop
843,816,21,20,12,1,2.0,20.0,22.8515,45.703,2011,1,1,28.0,0.7142857142857143,22.8515,0,1,Aggressive Multi-Stop
843,10,22,21,12,1,3.0,16.0,26.139333333333337,78.418,2011,1,1,28.0,0.5714285714285714,26.139333333333337,1,1,Aggressive Multi-Stop
843,24,23,22,12,1,3.0,9.0,20.708666666666662,62.126,2011,1,1,28.0,0.32142857142857145,20.708666666666666,1,1,Aggressive Multi-Stop
843,39,24,23,12,1,1.0,23.0,26.049,26.049,2011,1,1,28.0,0.8214285714285714,26.049,2,1,Aggressive Multi-Stop
843,153,7,24,36,1,1.0,9.0,22.419,22.419,2011,0,-17,28.0,0.32142857142857145,22.419,2,0,Early Pit Strategy
844,20,1,1,1,0,4.0,11.0,20.40225,81.60900000000001,2011,0,0,21.0,0.5238095238095238,20.402250000000002,3,0,Early Pit Strategy
844,17,2,2,1,0,4.0,10.0,21.10025,84.401,2011,0,0,21.0,0.47619047619047616,21.10025,3,0,Early Pit Strategy
844,4,5,3,1,0,4.0,10.0,21.53025,86.12100000000001,2011,1,2,21.0,0.47619047619047616,21.530250000000002,3,0,Early Pit Strategy
844,1,4,4,1,0,4.0,9.0,24.90925,99.637,2011,0,0,21.0,0.42857142857142855,24.90925,3,0,Early Pit Strategy
844,3,3,5,1,0,4.0,10.0,21.18925,84.757,2011,0,-2,21.0,0.47619047619047616,21.18925,3,0,Early Pit Strategy
844,18,6,6,1,0,3.0,13.0,21.808000000000003,65.424,2011,0,0,21.0,0.6190476190476191,21.808000000000003,1,0,Early Pit Strategy
844,2,9,7,1,0,4.0,10.0,21.74375,86.975,2011,1,2,21.0,0.47619047619047616,21.74375,3,0,Early Pit Strategy
844,808,7,8,1,0,4.0,8.0,21.56125,86.245,2011,0,-1,21.0,0.38095238095238093,21.56125,3,0,Early Pit Strategy
844,67,16,9,1,0,3.0,9.0,21.976333333333333,65.929,2011,1,7,21.0,0.42857142857142855,21.976333333333333,1,1,Aggressive Multi-Stop
844,155,24,10,1,0,3.0,13.0,22.577,67.731,2011,1,14,21.0,0.6190476190476191,22.576999999999998,1,1,Aggressive Multi-Stop
844,13,10,11,1,0,4.0,9.0,23.375,93.5,2011,0,-1,21.0,0.42857142857142855,23.375,3,0,Early Pit Strategy
844,30,8,12,1,0,4.0,2.0,23.01625,92.065,2011,0,-4,21.0,0.09523809523809523,23.01625,3,0,Early Pit Strategy
844,16,12,13,11,1,3.0,10.0,21.246333333333336,63.739,2011,0,-1,21.0,0.47619047619047616,21.246333333333332,1,0,Early Pit Strategy
844,815,15,14,11,1,4.0,1.0,24.06125,96.245,2011,1,1,21.0,0.047619047619047616,24.06125,3,1,Aggressive Multi-Stop
844,22,11,15,11,1,3.0,10.0,22.423999999999996,67.27199999999999,2011,0,-4,21.0,0.47619047619047616,22.423999999999996,1,0,Early Pit Strategy
844,153,17,16,11,1,4.0,13.0,22.114,88.456,2011,1,1,21.0,0.6190476190476191,22.114,3,1,Aggressive Multi-Stop
844,813,14,17,11,1,4.0,11.0,20.547,82.188,2011,0,-3,21.0,0.5238095238095238,20.547,3,0,Early Pit Strategy
844,15,19,18,11,1,3.0,13.0,22.715666666666664,68.14699999999999,2011,1,1,21.0,0.6190476190476191,22.715666666666664,1,1,Aggressive Multi-Stop
844,5,18,19,12,1,3.0,15.0,22.533666666666665,67.601,2011,0,-1,21.0,0.7142857142857143,22.533666666666665,1,1,Aggressive Multi-Stop
844,816,23,20,12,1,2.0,16.0,23.808,47.616,2011,1,3,21.0,0.7619047619047619,23.808,0,1,Aggressive Multi-Stop
844,39,22,21,13,1,3.0,14.0,25.596333333333337,76.789,2011,1,1,21.0,0.6666666666666666,25.596333333333334,1,1,Aggressive Multi-Stop
844,24,20,22,15,1,4.0,15.0,37.49325,149.973,2011,0,-2,21.0,0.7142857142857143,37.49325,-1,-1,Outlier (DNF)
844,814,13,23,31,1,4.0,11.0,20.99875,83.995,2011,0,-10,21.0,0.5238095238095238,20.99875,-1,-1,Outlier (DNF)
845,20,2,1,1,0,4.0,9.0,20.2145,80.858,2011,1,1,26.0,0.34615384615384615,20.2145,3,0,Early Pit Strategy
845,1,3,2,1,0,4.0,11.0,20.36425,81.457,2011,1,1,26.0,0.4230769230769231,20.36425,3,0,Early Pit Strategy
845,18,5,3,1,0,3.0,14.0,20.295,60.885000000000005,2011,1,2,26.0,0.5384615384615384,20.295,1,0,Early Pit Strategy
845,17,1,4,1,0,4.0,10.0,20.30575,81.223,2011,0,-3,26.0,0.38461538461538464,20.30575,3,0,Early Pit Strategy
845,4,4,5,11,1,4.0,10.0,20.48075,81.923,2011,0,-1,26.0,0.38461538461538464,20.48075,3,0,Early Pit Strategy
845,30,10,6,11,1,3.0,10.0,20.340666666666667,61.022,2011,1,4,26.0,0.38461538461538464,20.340666666666667,1,1,Aggressive Multi-Stop
845,3,7,7,11,1,3.0,11.0,20.191999999999997,60.57599999999999,2011,0,0,26.0,0.4230769230769231,20.191999999999997,1,0,Early Pit Strategy
845,2,24,8,11,1,3.0,21.0,21.357,64.071,2011,1,16,26.0,0.8076923076923077,21.357,-1,-1,Outlier (DNF)
845,815,12,9,11,1,3.0,7.0,22.188,66.564,2011,1,3,26.0,0.2692307692307692,22.188,1,1,Aggressive Multi-Stop
845,155,14,10,11,1,3.0,1.0,22.16633333333333,66.499,2011,1,4,26.0,0.038461538461538464,22.16633333333333,1,1,Aggressive Multi-Stop
845,808,6,11,11,1,3.0,11.0,22.609,67.827,2011,0,-5,26.0,0.4230769230769231,22.608999999999998,1,0,Early Pit Strategy
845,814,16,12,11,1,3.0,15.0,20.256333333333338,60.769000000000005,2011,1,4,26.0,0.5769230769230769,20.256333333333334,1,1,Aggressive Multi-Stop
845,16,17,13,11,1,3.0,13.0,21.423333333333332,64.27,2011,1,4,26.0,0.5,21.423333333333332,1,1,Aggressive Multi-Stop
845,67,11,14,11,1,3.0,9.0,22.127333333333336,66.382,2011,0,-3,26.0,0.34615384615384615,22.127333333333336,1,0,Early Pit Strategy
845,813,9,15,11,1,4.0,8.0,22.79025,91.161,2011,0,-6,26.0,0.3076923076923077,22.79025,3,0,Early Pit Strategy
845,153,13,16,12,1,4.0,11.0,21.44375,85.775,2011,0,-3,26.0,0.4230769230769231,21.44375,3,0,Early Pit Strategy
845,22,19,17,12,1,4.0,11.0,23.11225,92.449,2011,1,2,26.0,0.4230769230769231,23.11225,3,1,Aggressive Multi-Stop
845,15,18,18,12,1,3.0,15.0,22.362666666666662,67.088,2011,0,0,26.0,0.5769230769230769,22.362666666666666,1,1,Aggressive Multi-Stop
845,10,20,19,13,1,3.0,16.0,21.84866666666667,65.546,2011,1,1,26.0,0.6153846153846154,21.84866666666667,1,1,Aggressive Multi-Stop
845,816,23,20,14,1,3.0,17.0,22.622,67.866,2011,1,3,26.0,0.6538461538461539,22.622,1,1,Aggressive Multi-Stop
845,39,22,21,15,1,3.0,14.0,24.529666666666667,73.589,2011,1,1,26.0,0.5384615384615384,24.529666666666667,1,1,Aggressive Multi-Stop
845,13,8,22,6,1,3.0,11.0,21.618,64.854,2011,0,-14,26.0,0.4230769230769231,21.618,1,0,Early Pit Strategy
845,5,15,23,3,1,3.0,16.0,21.631333333333338,64.894,2011,0,-8,26.0,0.6153846153846154,21.631333333333334,1,0,Early Pit Strategy
845,24,21,24,6,1,1.0,16.0,23.157,23.157,2011,0,-3,26.0,0.6153846153846154,23.157,2,1,Aggressive Multi-Stop
846,20,1,1,1,0,1.0,16.0,28.536,28.536,2011,0,0,39.0,0.41025641025641024,28.536,2,0,Early Pit Strategy
846,4,4,2,1,0,2.0,17.0,28.367,56.734,2011,1,2,39.0,0.4358974358974359,28.367,0,0,Early Pit Strategy
846,18,2,3,1,0,3.0,15.0,25.457000000000004,76.37100000000001,2011,0,-1,39.0,0.38461538461538464,25.457000000000004,1,0,Early Pit Strategy
846,17,3,4,1,0,2.0,16.0,32.001999999999995,64.00399999999999,2011,0,-1,39.0,0.41025641025641024,32.001999999999995,0,0,Early Pit Strategy
846,155,12,5,1,0,1.0,34.0,28.642,28.642,2011,1,7,39.0,0.8717948717948718,28.642,2,1,Aggressive Multi-Stop
846,1,9,6,1,0,3.0,22.0,25.923,77.769,2011,1,3,39.0,0.5641025641025641,25.923000000000002,1,1,Aggressive Multi-Stop
846,16,14,7,11,1,2.0,34.0,26.458,52.916,2011,1,7,39.0,0.8717948717948718,26.458,0,1,Aggressive Multi-Stop
846,2,15,8,11,1,2.0,33.0,26.066,52.132,2011,1,7,39.0,0.8461538461538461,26.066,0,1,Aggressive Multi-Stop
846,22,11,9,11,1,2.0,32.0,25.798,51.596,2011,1,2,39.0,0.8205128205128205,25.798,0,1,Aggressive Multi-Stop
846,67,16,10,11,1,2.0,33.0,25.559,51.118,2011,1,6,39.0,0.8461538461538461,25.559,0,1,Aggressive Multi-Stop
846,3,7,11,12,1,3.0,15.0,25.205,75.615,2011,0,-4,39.0,0.38461538461538464,25.205,1,0,Early Pit Strategy
846,814,13,12,12,1,3.0,20.0,30.518666666666665,91.556,2011,1,1,39.0,0.5128205128205128,30.518666666666665,1,1,Aggressive Multi-Stop
846,15,18,13,12,1,2.0,24.0,25.83,51.66,2011,1,5,39.0,0.6153846153846154,25.83,0,1,Aggressive Multi-Stop
846,5,17,14,12,1,2.0,19.0,26.1775,52.355,2011,1,3,39.0,0.48717948717948717,26.1775,0,1,Aggressive Multi-Stop
846,816,21,15,13,1,2.0,33.0,27.0205,54.041,2011,1,6,39.0,0.8461538461538461,27.0205,0,1,Aggressive Multi-Stop
846,24,23,16,13,1,1.0,32.0,28.298,28.298,2011,1,7,39.0,0.8205128205128205,28.298,2,1,Aggressive Multi-Stop
846,39,22,17,14,1,2.0,25.0,34.121,68.242,2011,1,5,39.0,0.6410256410256411,34.121,0,1,Aggressive Multi-Stop
846,813,8,18,3,1,2.0,25.0,26.0775,52.155,2011,0,-10,39.0,0.6410256410256411,26.0775,0,0,Early Pit Strategy
846,808,10,19,4,1,1.0,28.0,28.856,28.856,2011,0,-9,39.0,0.717948717948718,28.856,2,0,Early Pit Strategy
846,153,19,20,4,1,2.0,29.0,26.7285,53.457,2011,0,-1,39.0,0.7435897435897436,26.7285,0,1,Aggressive Multi-Stop
846,13,6,21,3,1,1.0,26.0,26.615,26.615,2011,0,-15,39.0,0.6666666666666666,26.615,2,0,Early Pit Strategy
846,30,5,22,5,1,1.0,12.0,35.084,35.084,2011,0,-17,39.0,0.3076923076923077,35.084,-1,-1,Outlier (DNF)
846,10,20,23,22,1,1.0,22.0,26.827,26.827,2011,0,-3,39.0,0.5641025641025641,26.827,2,1,Aggressive Multi-Stop
847,18,7,1,1,0,6.0,8.0,23.511166666666668,141.067,2011,1,6,42.0,0.19047619047619047,23.511166666666668,-1,-1,Outlier (Anomalous)
847,20,1,2,1,0,3.0,20.0,23.118666666666662,69.356,2011,0,-1,42.0,0.47619047619047616,23.118666666666666,1,0,Early Pit Strategy
847,17,4,3,1,0,3.0,20.0,24.906,74.718,2011,1,1,42.0,0.47619047619047616,24.906000000000002,1,0,Early Pit Strategy
847,30,8,4,1,0,4.0,18.0,23.59225,94.369,2011,1,4,42.0,0.42857142857142855,23.59225,3,0,Early Pit Strategy
847,808,10,5,1,0,2.0,36.0,23.9805,47.961,2011,1,5,42.0,0.8571428571428571,23.9805,0,1,Aggressive Multi-Stop
847,13,3,6,1,0,4.0,21.0,24.6335,98.534,2011,0,-3,42.0,0.5,24.6335,3,0,Early Pit Strategy
847,155,13,7,1,0,2.0,36.0,24.1525,48.305,2011,1,6,42.0,0.8571428571428571,24.1525,0,1,Aggressive Multi-Stop
847,153,24,8,1,0,3.0,19.0,24.74866666666667,74.24600000000001,2011,1,16,42.0,0.4523809523809524,24.74866666666667,-1,-1,Outlier (Anomalous)
847,22,16,9,1,0,4.0,15.0,24.0285,96.114,2011,1,7,42.0,0.35714285714285715,24.0285,3,1,Aggressive Multi-Stop
847,67,15,10,1,0,4.0,17.0,24.78225,99.129,2011,1,5,42.0,0.40476190476190477,24.78225,3,1,Aggressive Multi-Stop
847,3,6,11,1,0,4.0,17.0,22.882,91.528,2011,0,-5,42.0,0.40476190476190477,22.882,3,0,Early Pit Strategy
847,37,17,12,1,0,2.0,35.0,27.1635,54.327,2011,1,5,42.0,0.8333333333333334,27.1635,0,1,Aggressive Multi-Stop
847,24,20,13,11,1,3.0,9.0,31.792333333333332,95.377,2011,1,7,42.0,0.21428571428571427,31.792333333333332,1,1,Aggressive Multi-Stop
847,39,22,14,11,1,2.0,37.0,29.3275,58.655,2011,1,8,42.0,0.8809523809523809,29.3275,0,1,Aggressive Multi-Stop
847,816,23,15,11,1,5.0,17.0,24.9094,124.547,2011,1,8,42.0,0.40476190476190477,24.909399999999998,-1,-1,Outlier (DNF)
847,10,21,16,11,1,2.0,34.0,24.752,49.504000000000005,2011,1,5,42.0,0.8095238095238095,24.752000000000002,0,1,Aggressive Multi-Stop
847,15,18,17,11,1,3.0,19.0,33.385333333333335,100.156,2011,1,1,42.0,0.4523809523809524,33.385333333333335,1,1,Aggressive Multi-Stop
847,814,11,18,3,1,4.0,35.0,22.194,88.776,2011,0,-7,42.0,0.8333333333333334,22.194,-1,-1,Outlier (DNF)
847,813,12,19,31,1,5.0,17.0,25.501600000000003,127.508,2011,0,-7,42.0,0.40476190476190477,25.5016,-1,-1,Outlier (DNF)
847,2,9,20,3,1,2.0,35.0,23.2385,46.477,2011,0,-11,42.0,0.8333333333333334,23.2385,-1,-1,Outlier (DNF)
847,16,14,21,3,1,4.0,16.0,23.49725,93.989,2011,0,-7,42.0,0.38095238095238093,23.49725,3,0,Early Pit Strategy
847,4,2,22,4,1,3.0,17.0,25.456666666666667,76.37,2011,0,-20,42.0,0.40476190476190477,25.456666666666667,-1,-1,Outlier (DNF)
847,5,19,23,7,1,1.0,19.0,44.037,44.037,2011,0,-4,42.0,0.4523809523809524,44.037,-1,-1,Outlier (DNF)
848,20,1,1,1,0,3.0,14.0,20.592666666666663,61.778,2011,0,0,30.0,0.4666666666666667,20.592666666666666,1,0,Early Pit Strategy
848,4,4,2,1,0,3.0,14.0,20.721333333333337,62.164,2011,1,2,30.0,0.4666666666666667,20.721333333333334,1,0,Early Pit Strategy
848,17,2,3,1,0,3.0,13.0,20.383666666666667,61.151,2011,0,-1,30.0,0.43333333333333335,20.383666666666667,1,0,Early Pit Strategy
848,1,3,4,1,0,3.0,12.0,20.529,61.587,2011,0,-1,30.0,0.4,20.529,1,0,Early Pit Strategy
848,13,5,5,1,0,3.0,15.0,22.219666666666665,66.65899999999999,2011,0,0,30.0,0.5,22.219666666666665,1,0,Early Pit Strategy
848,18,6,6,1,0,3.0,14.0,20.600333333333335,61.801,2011,0,0,30.0,0.4666666666666667,20.600333333333335,1,0,Early Pit Strategy
848,3,7,7,1,0,3.0,12.0,21.832333333333334,65.497,2011,0,0,30.0,0.4,21.832333333333334,1,0,Early Pit Strategy
848,153,18,8,11,1,2.0,19.0,21.247,42.494,2011,1,10,30.0,0.6333333333333333,21.247,0,1,Aggressive Multi-Stop
848,16,10,9,11,1,3.0,12.0,20.666,61.998000000000005,2011,1,1,30.0,0.4,20.666,1,0,Early Pit Strategy
848,2,9,10,11,1,3.0,11.0,21.957000000000004,65.87100000000001,2011,0,-1,30.0,0.36666666666666664,21.957000000000004,1,0,Early Pit Strategy
848,815,16,11,11,1,1.0,25.0,21.939,21.939,2011,1,5,30.0,0.8333333333333334,21.939,2,1,Aggressive Multi-Stop
848,22,13,12,11,1,3.0,11.0,21.237,63.711,2011,1,1,30.0,0.36666666666666664,21.237,1,1,Aggressive Multi-Stop
848,67,17,13,11,1,3.0,14.0,20.925333333333334,62.776,2011,1,4,30.0,0.4666666666666667,20.925333333333334,1,1,Aggressive Multi-Stop
848,814,12,14,11,1,3.0,14.0,20.818,62.454,2011,0,-2,30.0,0.4666666666666667,20.818,1,0,Early Pit Strategy
848,808,11,15,11,1,3.0,15.0,21.459,64.377,2011,0,-4,30.0,0.5,21.459,1,0,Early Pit Strategy
848,155,14,16,11,1,2.0,11.0,22.018500000000003,44.037000000000006,2011,0,-2,30.0,0.36666666666666664,22.018500000000003,0,0,Early Pit Strategy
848,30,8,17,11,1,3.0,14.0,24.344666666666665,73.03399999999999,2011,0,-9,30.0,0.4666666666666667,24.344666666666665,1,0,Early Pit Strategy
848,813,15,18,11,1,3.0,10.0,21.532,64.596,2011,0,-3,30.0,0.3333333333333333,21.532,1,0,Early Pit Strategy
848,5,19,19,12,1,3.0,14.0,22.333,66.999,2011,0,0,30.0,0.4666666666666667,22.333,1,1,Aggressive Multi-Stop
848,15,20,20,12,1,2.0,18.0,22.729,45.458,2011,0,0,30.0,0.6,22.729,0,1,Aggressive Multi-Stop
848,10,21,21,12,1,2.0,17.0,21.965,43.93,2011,0,0,30.0,0.5666666666666667,21.965,0,1,Aggressive Multi-Stop
848,816,23,22,12,1,2.0,18.0,22.0965,44.193,2011,1,1,30.0,0.6,22.0965,0,1,Aggressive Multi-Stop
848,24,22,23,13,1,3.0,15.0,23.153333333333332,69.46,2011,0,-1,30.0,0.5,23.153333333333332,1,1,Aggressive Multi-Stop
848,39,24,24,13,1,3.0,14.0,26.25466666666667,78.76400000000001,2011,0,0,30.0,0.4666666666666667,26.25466666666667,1,1,Aggressive Multi-Stop
849,4,3,1,1,0,3.0,12.0,24.671333333333333,74.014,2011,1,2,18.0,0.6666666666666666,24.671333333333333,1,0,Early Pit Strategy
849,20,2,2,1,0,3.0,13.0,26.504333333333335,79.513,2011,0,0,18.0,0.7222222222222222,26.504333333333335,1,0,Early Pit Strategy
849,17,1,3,1,0,3.0,12.0,24.415999999999997,73.24799999999999,2011,0,-2,18.0,0.6666666666666666,24.415999999999997,1,0,Early Pit Strategy
849,1,10,4,1,0,3.0,12.0,24.168333333333333,72.505,2011,1,6,18.0,0.6666666666666666,24.168333333333333,1,1,Aggressive Multi-Stop
849,13,4,5,1,0,3.0,13.0,23.775333333333332,71.326,2011,0,-1,18.0,0.7222222222222222,23.775333333333332,1,0,Early Pit Strategy
849,3,9,6,1,0,2.0,12.0,24.5605,49.121,2011,1,3,18.0,0.6666666666666666,24.5605,0,1,Aggressive Multi-Stop
849,815,12,7,1,0,2.0,12.0,25.5025,51.004999999999995,2011,1,5,18.0,0.6666666666666666,25.502499999999998,0,1,Aggressive Multi-Stop
849,2,16,8,1,0,2.0,10.0,24.575000000000003,49.150000000000006,2011,1,8,18.0,0.5555555555555556,24.575000000000003,0,1,Aggressive Multi-Stop
